,,,,,,,,Tỷ VNĐ,VNĐ,%,%,%,%,Nghìn CP,Tỷ VNĐ,%,VNĐ,%,x,x,x,x,x,Tỷ VNĐ,%,,,,,,%,Tỷ VNĐ,%,,,,,,%,Tỷ VNĐ,%,%,%,,,,%,
,52,SBS,Chứng khoán SBS,UPCoM,Dịch vụ tài chính,Môi giới chứng khoán,Môi giới chứng khoán,  750 ,  5.115 ,"-2,2%","-5,4%","-13,0%","-16,5%",  711 ,"  3,9 ","-0,4%",  55 ,"914,4%","  350,0 ","  (763,6)","  93,7 ","  3,2 ","  3,3 ","  33,3 ","23,8%","-46,0%","13,7%","98,4%","33,5%","87,0%","0,3%","  (5,3)","-65,9%","-18,8%","-275,9%","216,8%","71,1%","88,3%","119,7%","  (5,3)","-65,9%","-18,8%","-275,9%","216,8%","71,1%","88,3%","119,7%",Chính thức
,53,IVS,Chứng khoán Guotai Junan (Việt Nam),HNX,Dịch vụ tài chính,Môi giới chứng khoán,Môi giới chứng khoán,  672 ,  6.400 ,"-1,5%","-9,9%","-22,0%","-34,0%",  82 ,"  0,6 ","1,7%",  349 ,"84,6%","  38,8 ","  33,8 ","  18,3 ","  0,9 ","  0,6 ","  30,9 ","23,8%","-3,7%","45,1%","64,5%","68,4%","67,3%","21,3%","  10,9 ","29,8%","-32,8%","82,9%","-4,8%","-393,1%","164,2%","180,5%","  10,9 ","29,8%","-32,8%","82,9%","-4,8%","-393,1%","164,2%","180,5%",Chính thức
,54,TVB,Chứng khoán T-Cap,HOSE,Dịch vụ tài chính,Môi giới chứng khoán,Môi giới chứng khoán,  810 ,  7.420 ,"-3,6%","2,3%","-6,9%","-8,2%",  27 ,"  0,2 ","-2,8%",  825 ,"389,9%","  8,6 ","  (25,6)","  9,0 ","  0,8 ","  0,8 ","  18,0 ","10,6%","-54,1%","-90,0%","-16,8%","78,1%","-54,8%","87,1%","  (19,8)","-22,0%","-21,1%","-182,3%","-2,8%","-266,8%","-160,6%","331,1%","  (19,8)","-22,0%","-21,1%","-182,3%","-2,8%","-266,8%","-160,6%","331,1%",Chính thức
,55,BMS,Chứng khoán Bảo Minh,UPCoM,Dịch vụ tài chính,Môi giới chứng khoán,Môi giới chứng khoán,  3.091 ,  15.157 ,"2,6%","6,4%","16,0%","19,5%",  167 ,"  2,4 ","9,7%",  1.020 ,"-21,5%","  14,7 ","  20,2 ","  14,9 ","  1,0 ","  1,4 ","  69,7 ","8,7%","0,1%","188,5%","69,1%","115,3%","-19,3%","50,8%","  35,9 ","17,2%","-171,4%","277,9%","5,7%","22,6%","418,8%","96,7%","  35,9 ","17,2%","-171,4%","277,9%","5,7%","22,6%","418,8%","96,7%",Chính thức
,56,VUA,Chứng khoán Stanley Brothers,UPCoM,Dịch vụ tài chính,Môi giới chứng khoán,Môi giới chứng khoán,  3.227 ,  16.133 ,"14,4%","-7,3%","-5,1%","21,6%",  0 ,"  0,0 ","3,6%",  -   ,"0,0%","  (142,9)","  131,6 ",  -   ,"  2,4 ","  1,7 ","  33,4 ",,"11,1%","-73,1%","-83,2%","313,7%","1627,6%",,"  18,0 ",,"38,6%","-394,8%","27,4%","160,6%","654,5%",,"  18,0 ",,"38,6%","-394,8%","27,4%","160,6%","654,5%",,Chính thức
,57,CSI,Chứng khoán Kiến thiết VN,UPCoM,Dịch vụ tài chính,Môi giới chứng khoán,Môi giới chứng khoán,  286 ,  17.000 ,"2,4%","19,8%","-20,5%","-39,3%",  3 ,"  0,1 ","2,4%",  -   ,"0,0%","  50,1 ","  68,8 ",  -   ,"  3,2 ","  1,7 ","  15,5 ",,"866,7%","3789,0%","614,1%","207,7%","153,0%",,"  (8,8)",,"-25,8%","326,8%","453,0%","18,3%","-62,3%",,"  (8,8)",,"-25,8%","326,8%","453,0%","18,3%","-62,3%",,Chính thức
,58,APS,CK Châu Á - TBD,HNX,Dịch vụ tài chính,Môi giới chứng khoán,Môi giới chứng khoán,  490 ,  5.900 ,"-3,3%","-4,8%","-11,9%","-19,2%",  443 ,"  2,9 ","-4,7%",  -   ,"0,0%","  (221,0)","  (13,4)",  -   ,"  0,8 ","  0,7 ","  15,4 ",,"-1,7%","-71,2%","139,1%","-19,4%","-34,5%",,"  (29,8)",,"-407,0%","-125,2%","208,6%","-58,3%","-19,6%",,"  (29,8)",,"-407,0%","-125,2%","208,6%","-58,3%","-19,6%",,Chính thức
,59,PSI,Chứng khoán Dầu khí,HNX,Dịch vụ tài chính,Môi giới chứng khoán,Môi giới chứng khoán,  491 ,  8.200 ,"5,1%","5,1%","3,8%","6,5%",  313 ,"  2,5 ","8,3%",  846 ,"-18,6%","  16,9 ","  7,9 ","  9,7 ","  0,7 ","  0,6 ","  128,3 ","25,4%","3,2%","55,7%","59,9%","39,8%","34,6%","6,0%","  25,9 ","51,1%","-20,0%","29,9%","372,3%","70,5%","211,6%","13,5%","  25,9 ","51,1%","-20,0%","29,9%","372,3%","70,5%","211,6%","13,5%",Chính thức
,60,HAC,Chứng khoán Hải Phòng,UPCoM,Dịch vụ tài chính,Môi giới chứng khoán,Môi giới chứng khoán,  1.292 ,  10.000 ,"-14,0%","6,8%","5,3%","15,7%",  2 ,"  0,0 ","10,8%",  491 ,"-59,2%","  52,3 ","  21,3 ","  20,4 ","  1,1 ","  1,0 ","  30,7 ","22,1%","-74,6%","260,2%","-43,9%","180,4%","378,6%","62,5%","  14,6 ","23,0%","-109,7%","1207,6%","-445,8%","292,2%","1371,4%","41,4%","  14,6 ","23,0%","-109,7%","1207,6%","-445,8%","177,0%","1371,4%","41,4%",Chính thức
,61,VIG,Chứng khoán Đầu tư Tài chính Việt Nam,HNX,Dịch vụ tài chính,Môi giới chứng khoán,Môi giới chứng khoán,  208 ,  4.600 ,"-2,1%","-4,2%","-16,4%","-19,3%",  95 ,"  0,5 ","0,0%",  569 ,"31520,9%","  54,6 ","  2.549,1 ","  8,1 ","  0,9 ","  0,6 ","  5,4 ","7,1%","-69,9%","-75,3%","311,7%","28,6%","35,2%","95,3%","  (1,5)","-5,6%","-129,2%","-238,1%","1001,3%","158,6%","51,7%","9732,7%","  (1,5)","-5,6%","-129,2%","-238,1%","1001,3%","158,6%","51,7%","9732,7%",Chính thức
,62,WSS,Chứng khoán Phố Wall,HNX,Dịch vụ tài chính,Môi giới chứng khoán,Môi giới chứng khoán,  317 ,  6.300 ,"0,0%","0,0%","-3,1%","-6,0%",  14 ,"  0,1 ","10,4%",  73 ,"-93,3%","  5,1 ","  5,8 ","  86,1 ","  0,6 ","  0,6 ","  15,3 ","33,9%","-46,0%","1303,1%","196,9%","513,9%","126,0%","-42,3%","  12,2 ","330,6%","113,8%","921,6%","219,0%","271,7%","314,6%","-91,9%","  12,2 ","330,6%","113,8%","921,6%","219,0%","271,7%","314,6%","-91,9%",Chính thức
,63,EVF,Tài chính Tổng hợp Điện lực,HOSE,Dịch vụ tài chính,Tài chính cá nhân,Dịch vụ tài chính,  9.887 ,  13.000 ,"-7,1%","-9,1%","11,6%","17,7%",  10.559 ,"  143,4 ","9,4%",  1.394 ,"15,2%","  14,4 ","  10,7 ","  9,3 ","  1,0 ","  1,0 ","  487,4 ",,"0,7%","49,2%","95,5%","52,3%","14,4%",,"  266,6 ","25,2%","83,4%","105,2%","40,4%","20,7%","10,9%","18,5%","  266,6 ","25,2%","83,4%","105,2%","40,4%","20,7%","10,9%","18,5%",Chính thức
,64,TIN,Tài chính Cổ phần Tín Việt,UPCoM,Dịch vụ tài chính,Quản lý tài sản,Quản lý tài sản,  14.086 ,  154.491 ,"-5,4%","20,8%","55,3%","176,2%",  40 ,"  5,3 ","80,5%",  21.058 ,"31,7%","  (4,0)","  9,7 ","  7,3 ","  2,1 ","  5,7 ","  1.193,5 ",,"-2,2%","346,4%","213,1%","229,5%","254,6%",,"  461,5 ","24,0%","968,3%","208,7%","1111,2%","534,5%","508,7%","79,0%","  461,5 ","24,0%","968,3%","208,7%","1111,2%","534,5%","508,7%","79,0%",Chính thức
,65,BIC,Bảo hiểm BIDV,HOSE,Bảo hiểm,Bảo hiểm phi nhân thọ,Bảo hiểm,  4.840 ,  23.950 ,"1,3%","-0,8%","-10,0%","5,0%",  137 ,"  3,3 ","17,5%",  -   ,"0,0%","  14,3 ","  10,2 ",  -   ,"  1,4 ","  1,5 ","  1.031,7 ",,"6,1%","-0,7%","3,1%","-10,5%","9,1%",,"  90,9 ",,"46,3%","3,2%","28,5%","-17,9%","-41,5%",,"  87,2 ",,"46,8%","3,0%","28,4%","-18,8%","-43,4%",,Chính thức
,66,MIG,Bảo hiểm Quân đội,HOSE,Bảo hiểm,Bảo hiểm phi nhân thọ,Bảo hiểm,  3.722 ,  17.600 ,"-4,9%","-9,3%","-2,2%","-0,9%",  372 ,"  7,0 ","12,4%",  2.080 ,"34,7%","  12,7 ","  11,4 ","  8,5 ","  1,5 ","  1,4 ","  736,2 ","10,5%","27,2%","16,4%","13,9%","12,4%","8,3%","158,4%","  102,2 ","23,2%","30,5%","48,5%","399,0%","-78,4%","1,8%","35,4%","  102,2 ","23,2%","30,5%","48,5%","399,0%","-78,4%","1,8%","35,4%",Chính thức
,67,PGI,Bảo hiểm PJICO,HOSE,Bảo hiểm,Bảo hiểm phi nhân thọ,Bảo hiểm,  2.146 ,  19.350 ,"-1,3%","-3,3%","0,3%","-3,3%",  2 ,"  0,0 ","13,0%",  2.341 ,"3,3%","  11,2 ","  8,5 ","  8,3 ","  1,4 ","  1,1 ","  860,5 ","14,7%","-0,7%","9,7%","18,7%","6,4%","10,3%","86,3%","  77,1 ","29,7%","5,3%","-2,4%","1,2%","30,4%","8,2%","5,7%","  77,1 ","29,7%","5,3%","-2,4%","1,2%","30,4%","8,2%","5,7%",Chính thức
,68,PTI,Bảo hiểm Bưu điện,HNX,Bảo hiểm,Bảo hiểm phi nhân thọ,Bảo hiểm,  3.594 ,  29.800 ,"1,0%","1,0%","-3,9%","-12,4%",  1 ,"  0,0 ","11,0%",  2.123 ,"-11,1%","  6,9 ","  12,5 ","  14,0 ","  1,3 ","  1,3 ","  818,4 ","19,8%","-18,1%","-18,7%","-11,3%","-5,3%","3,9%","44,0%","  66,5 ","26,0%","2,1%","-36,8%","61,5%","-13,8%","-4,9%","-12,2%","  66,5 ","26,0%","1,9%","-36,8%","61,5%","-13,4%","-4,8%","-12,2%",Chính thức
,69,PRE,Tái bảo hiểm PVI,HNX,Bảo hiểm,Tái bảo hiểm,Bảo hiểm,  2.526 ,  24.200 ,"7,6%","11,5%","7,6%","13,1%",  7 ,"  0,1 ","15,7%",  2.268 ,"-12,0%","  9,4 ","  9,4 ","  10,7 ","  1,3 ","  1,5 ","  395,0 ","10,0%","22,5%","28,3%","13,8%","61,8%","0,5%","179,2%","  80,7 ","34,1%","9,4%","9,3%","251,5%","-34,8%","57,1%","-1,2%","  80,7 ","34,1%","9,4%","9,3%","251,5%","-34,8%","57,1%","-1,2%",Chính thức
,70,ABI,BH NH Nông Nghiệp,UPCoM,Bảo hiểm,Bảo hiểm phi nhân thọ,Bảo hiểm,  1.975 ,  19.491 ,"0,2%","-2,6%","-4,5%","-4,4%",  54 ,"  1,1 ","15,4%",  -   ,"0,0%","  8,8 ","  7,4 ",  -   ,"  1,2 ","  1,1 ","  593,7 ",,"16,1%","9,2%","12,4%","15,8%","13,3%",,"  94,9 ",,"16,9%","-15,1%","436,0%","-27,6%","17,3%",,"  94,9 ",,"16,9%","-15,1%","436,0%","-27,6%","17,3%",,Chính thức
,71,AIC,Bảo hiểm DBV,UPCoM,Bảo hiểm,Bảo hiểm phi nhân thọ,Bảo hiểm,  960 ,  9.600 ,"-4,0%","-0,7%","-7,7%","-4,0%",  0 ,"  0,0 ","2,9%",  440 ,"34,4%","  7,4 ","  29,3 ","  21,8 ","  1,0 ","  0,8 ","  579,7 ","9,2%","25,3%","20,4%","61,6%","39,5%","21,3%","170,7%","  8,7 ","19,7%","5,8%","61,8%","67,9%","-37,3%","-1,8%","33,7%","  8,7 ","19,7%","5,8%","61,8%","67,9%","-37,3%","-1,8%","33,7%",Chính thức
,72,VHM,Vinhomes,HOSE,Bất động sản,Bất động sản,Bất động sản dân cư,  599.682 ,  146.000 ,"6,6%","41,8%","36,5%","17,7%",  6.404 ,"  708,8 ","27,8%",  14.122 ,"-10,4%","  8,7 ","  9,3 ","  10,3 ","  1,3 ","  2,3 ","  65.114,2 ","22,8%","91,2%","-33,1%","-50,7%","215,2%","314,8%","85,9%","  25.625,4 ","42,7%","193,3%","-23,2%","-50,6%","93,6%","866,3%","38,5%","  25.551,9 ","44,0%","203,9%","-31,1%","-46,8%","126,3%","850,3%","38,5%",Chính thức
,73,GAS,PV Gas,HOSE,Tiện ích,Phân phối xăng dầu & khí đốt,Phân phối xăng dầu & khí đốt,  181.454 ,  75.200 ,"-5,1%","-8,4%","-35,6%","3,9%",  2.677 ,"  268,3 ","17,3%",  -   ,"0,0%","  15,2 ","  15,6 ",  -   ,"  2,7 ","  2,6 ","  38.019,6 ",,"10,1%","0,1%","41,3%","75,1%","48,1%",,"  2.994,1 ",,"8,6%","40,8%","1,3%","-32,4%","8,4%",,"  2.944,6 ",,"9,7%","43,0%","1,1%","-33,4%","6,8%",,Chính thức
,74,VIC,VinGroup,HOSE,Bất động sản,Bất động sản,Bất động sản,  1.649.091 ,  214.000 ,"20,9%","61,4%","52,3%","26,2%",  4.777 ,"  741,7 ","8,0%",  4.659 ,"209,3%","  48,0 ","  141,6 ","  45,9 ","  2,7 ","  11,1 ","  104.352,0 ","21,5%","285,6%","9,7%","-37,7%","161,0%","24,5%","46,2%","  5.610,8 ","16,0%","68,0%","216,8%","50,1%","189,8%","150,1%","216,3%","  7.276,0 ","20,3%","-12,0%","73,3%","-87,9%","113,1%","4,3%","216,3%",Chính thức
,75,HPG,Hòa Phát,HOSE,Tài nguyên Cơ bản,Thép và sản phẩm thép,Thép và sản phẩm thép,  212.994 ,  27.750 ,"-1,1%","4,7%","2,4%","5,1%",  44.749 ,"  1.231,3 ","12,7%",  2.855 ,"41,8%","  30,0 ","  10,1 ","  9,7 ","  1,6 ","  1,7 ","  53.300,0 ","25,4%","21,9%","-9,2%","7,2%","33,9%","41,7%","34,5%","  9.025,0 ","41,0%","16,8%","28,5%","32,8%","38,4%","169,4%","41,8%","  8.989,1 ","41,0%","16,5%","28,2%","31,9%","37,6%","168,8%","41,8%",DN ước tính
,76,FPT,FPT Corp,HOSE,Công nghệ Thông tin,Phần mềm,Công nghệ Thông tin,  128.615 ,  75.500 ,"0,5%","-0,8%","-28,8%","-21,2%",  11.992 ,"  1.011,0 ","26,8%",  4.559 ,"-19,9%","  21,5 ","  13,3 ","  16,6 ","  5,5 ","  3,3 ","  12.480,0 ","21,3%","13,9%","9,0%","8,2%","14,9%","-22,3%","-16,4%","  2.476,8 ","26,6%","20,1%","19,8%","17,1%","19,8%","-4,6%","-17,2%","  2.487,4 ","32,0%","20,9%","20,4%","16,6%","19,8%","14,4%","-17,2%",Chính thức
,77,VNM,VINAMILK,HOSE,Thực phẩm và đồ uống,Thực phẩm,Sản phẩm từ sữa,  127.278 ,  60.900 ,"-0,7%","-1,0%","-14,4%","-0,5%",  5.865 ,"  380,0 ","29,9%",  4.701 ,"4,4%","  15,5 ","  12,4 ","  13,0 ","  4,3 ","  4,2 ","  15.182,0 ","22,8%","-8,3%","0,4%","9,1%","10,1%","17,4%","4,4%","  2.458,0 ","25,0%","-28,1%","-7,7%","4,5%","31,7%","54,9%","4,4%","  2.457,1 ","25,0%","-28,5%","-7,3%","5,1%","33,7%","56,7%","4,4%",DN ước tính
,78,GVR,Tập đoàn CN Cao su VN,HOSE,Hóa chất,"Nhựa, cao su & sợi",Bất động sản công nghiệp,  134.800 ,  33.700 ,"2,1%","5,0%","-17,5%","28,6%",  5.206 ,"  191,6 ","11,0%",  -   ,"0,0%","  32,6 ","  21,4 ",  -   ,"  2,1 ","  2,3 ","  8.845,2 ",,"23,8%","26,6%","20,5%","-6,9%","55,8%",,"  2.513,4 ",,"108,6%","68,9%","95,2%","-63,2%","85,4%",,"  2.250,8 ",,"149,1%","76,3%","101,0%","-60,3%","90,0%",,Chính thức
,79,MSN,Tập đoàn Masan,HOSE,Thực phẩm và đồ uống,Thực phẩm,Thực phẩm,  111.046 ,  76.800 ,"-0,5%","4,8%","-8,7%","-0,3%",  6.742 ,"  519,0 ","14,4%",  3.319 ,"1,6%","  105,0 ","  22,4 ","  23,1 ","  3,5 ","  3,0 ","  24.019,8 ","24,5%","0,2%","-9,0%","-1,5%","2,4%","27,1%","20,1%","  1.973,6 ","25,0%","105,3%","71,2%","43,4%","48,4%","100,8%","16,8%","  1.245,8 ","26,0%","277,1%","105,4%","72,4%","113,3%","216,6%","16,8%",Chính thức
,80,MCH,Hàng Tiêu Dùng MaSan,HOSE,Thực phẩm và đồ uống,Thực phẩm,Thực phẩm khác,  177.341 ,  137.000 ,"-2,1%","-5,7%","-13,4%","-24,2%",  346 ,"  51,3 ","40,3%",  5.939 ,"11,2%","  15,8 ","  25,9 ","  23,1 ","  6,8 ","  10,3 ","  8.472,2 ","24,2%","13,8%","-15,1%","-5,9%","3,7%","13,1%","14,5%","  1.800,1 ","23,1%","-3,3%","-24,7%","-18,9%","-11,1%","11,5%","15,3%","  1.777,6 ","23,1%","-3,6%","-24,5%","-19,1%","-10,7%","12,1%","15,3%",Chính thức
,81,MWG,Thế giới di động,HOSE,Bán lẻ,Phân phối hàng chuyên dụng,Bán lẻ,  123.348 ,  84.000 ,"5,0%","3,7%","-6,2%","-5,0%",  8.176 ,"  695,9 ","25,4%",  6.231 ,"12,2%","  68,4 ","  15,0 ","  13,5 ","  3,3 ","  3,5 ","  46.462,0 ","25,1%","14,8%","10,2%","16,7%","22,4%","28,6%","18,6%","  2.757,6 ","30,0%","71,4%","41,4%","121,4%","144,5%","78,2%","30,1%","  2.714,4 ","29,7%","71,3%","40,6%","121,3%","144,2%","75,6%","30,1%",Chính thức
,82,SAB,SABECO,HOSE,Thực phẩm và đồ uống,Sản xuất bia,Bia và đồ uống,  60.922 ,  47.500 ,"2,9%","7,6%","-5,6%","1,1%",  981 ,"  45,9 ","22,0%",  3.723 ,"-0,8%","  17,0 ","  12,7 ","  12,8 ","  3,1 ","  2,7 ","  6.457,2 ","22,3%","-19,1%","-15,9%","-16,1%","-23,5%","11,1%","11,9%","  1.245,4 ","25,2%","-21,9%","-5,2%","20,9%","13,0%","55,8%","8,0%","  1.184,8 ","24,8%","-20,5%","-3,3%","21,6%","10,0%","49,4%","8,0%",Chính thức
,83,BSR,Lọc Hóa dầu Bình Sơn,HOSE,Dầu khí,Sản xuất và Khai thác dầu khí,Sản xuất và Khai thác dầu khí,  118.172 ,  23.600 ,"-9,8%","-14,5%","8,0%","46,6%",  19.310 ,"  557,8 ","9,0%",  431 ,"-58,6%","  (162,0)","  9,0 ","  54,7 ","  1,3 ","  2,0 ","  45.919,5 ","29,8%","3,9%","50,6%","10,5%","4,6%","44,0%","8,9%","  8.265,5 ","382,3%","-64,2%","10,2%","175,1%","3772,9%","1969,2%","-58,6%","  8.264,7 ","382,5%","-65,1%","8,2%","175,0%","3741,0%","1972,8%","-58,6%",Chính thức
,84,VRE,Vincom Retail,HOSE,Bất động sản,Bất động sản,Phát triển & vận hành Bất động sản khác,  73.396 ,  32.300 ,"10,2%","25,4%","7,7%","-4,0%",  7.193 ,"  202,4 ","14,6%",  2.365 ,"-21,8%","  13,3 ","  10,7 ","  13,7 ","  1,4 ","  1,5 ","  2.293,6 ","22,6%","-5,5%","-13,6%","8,3%","8,7%","7,6%","14,6%","  1.606,3 ","29,9%","8,8%","20,7%","51,9%","145,0%","36,4%","-16,6%","  1.606,3 ","29,9%","8,8%","20,7%","51,9%","145,0%","36,4%","-16,6%",Chính thức
,85,VJC,Vietjet Air,HOSE,Du lịch và Giải trí,Dịch vụ hàng không,Hàng không,  106.490 ,  180.000 ,"1,0%","14,7%","9,8%","-13,9%",  1.312 ,"  216,2 ","10,1%",  -   ,"0,0%","  39,2 ","  42,7 ",  -   ,"  3,6 ","  4,3 ","  21.021,3 ",,"0,9%","10,1%","-6,8%","47,7%","17,1%",,"  1.023,4 ",,"19,0%","121,0%","-43,9%","43618,4%","59,6%",,"  1.013,5 ",,"19,4%","121,4%","-44,1%","67800,0%","58,2%",,Chính thức
,86,VEA,Máy động lực và Máy NN,UPCoM,Hàng & Dịch vụ Công nghiệp,Máy công nghiệp,Công nghiệp nặng,  44.187 ,  33.253 ,"-0,7%","-0,2%","-6,9%","-1,3%",  523 ,"  18,0 ","27,1%",  -   ,"0,0%","  7,3 ","  5,8 ",  -   ,"  1,8 ","  1,7 ","  1.273,5 ",,"16,3%","1,7%","3,9%","13,8%","21,7%",,"  1.764,5 ",,"-11,0%","17,0%","9,2%","-20,7%","38,1%",,"  1.742,1 ",,"-11,3%","17,5%","8,9%","-20,6%","38,3%",,Chính thức
,87,DGC,Hóa chất Đức Giang,HOSE,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác","Sản phẩm hóa dầu, Nông dược & Hóa chất khác",  20.356 ,  53.600 ,"-1,8%","3,5%","-20,9%","-21,8%",  5.019 ,"  321,7 ","17,2%",  -   ,"0,0%","  11,3 ","  7,8 ",  -   ,"  2,8 ","  1,3 ","  2.124,6 ",,"17,8%","15,6%","10,1%","13,4%","-24,4%",,"  430,1 ",,"18,9%","1,2%","9,0%","-16,3%","-48,6%",,"  408,8 ",,"20,3%","-2,1%","6,5%","-16,8%","-49,5%",,Chính thức
,88,VEF,Hội chợ Triển lãm Việt Nam,UPCoM,Bất động sản,Bất động sản,Bất động sản,  16.324 ,  97.985 ,"-10,6%","2,8%","-13,0%","-25,0%",  12 ,"  1,2 ","8,3%",  -   ,"0,0%","  43,7 ","  24,4 ",  -   ,"  6,6 ","  2,4 ","  121,6 ",,"16603604,6%","1865,8%","1055,0%","81419,7%","-99,7%",,"  139,8 ",,"16134,6%","327,8%","98,1%","-102,3%","-99,1%",,"  139,8 ",,"16134,6%","327,8%","98,1%","-102,3%","-99,1%",,Chính thức
,89,PNJ,Vàng Phú Nhuận,HOSE,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng cá nhân,  34.439 ,  67.300 ,"-7,6%","-8,2%","-20,2%","5,1%",  1.823 ,"  203,5 ","23,1%",  6.662 ,"20,0%","  14,6 ","  9,5 ","  10,1 ","  2,8 ","  2,6 ","  17.245,0 ","35,4%","-23,5%","-20,3%","14,1%","12,1%","79,0%","39,1%","  1.467,0 ","43,0%","-8,1%","2,0%","129,7%","66,7%","116,5%","20,5%","  1.467,0 ","43,0%","-8,1%","2,0%","129,7%","66,7%","116,5%","20,5%",DN ước tính
,90,KDH,Nhà Khang Điền,HOSE,Bất động sản,Bất động sản,Bất động sản dân cư,  28.504 ,  25.400 ,"-4,3%","-3,8%","-5,6%","-19,4%",  4.751 ,"  125,4 ","5,8%",  859 ,"-8,2%","  38,7 ","  23,7 ","  29,6 ","  2,0 ","  1,5 ","  281,4 ","6,7%","112,6%","62,8%","334,9%","-12,4%","-60,4%","-9,7%","  327,0 ","21,8%","85,5%","-29,9%","692,5%","99,9%","175,6%","-7,8%","  281,4 ","29,2%","92,5%","-28,5%","235,1%","22,7%","130,7%","-7,8%",Chính thức
,91,FOX,FPT Telecom,UPCoM,Viễn thông,Viễn thông cố định,Viễn thông,  59.647 ,  80.739 ,"-1,1%","-2,2%","-15,7%","26,3%",  402 ,"  32,8 ","33,3%",  5.415 ,"13,0%","  14,7 ","  16,9 ","  14,9 ","  4,3 ","  5,1 ","  5.158,2 ","23,4%","14,2%","12,8%","8,2%","8,5%","12,6%","12,8%","  900,0 ","22,1%","17,0%","21,0%","26,2%","22,8%","16,4%","17,0%","  886,1 ","22,2%","17,1%","20,7%","26,9%","22,7%","15,9%","17,0%",Chính thức
,92,POW,Điện lực Dầu khí Việt Nam,HOSE,Tiện ích,Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,  38.808 ,  12.650 ,"-3,1%","-3,1%","-5,6%","-0,4%",  17.097 ,"  240,1 ","7,3%",  -   ,"0,0%","  23,0 ","  15,1 ",  -   ,"  1,0 ","  1,1 ","  12.281,0 ",,"30,5%","0,2%","29,6%","3,3%","50,7%",,"  738,6 ",,"118,3%","72,5%","109,2%","722,5%","56,4%",,"  596,1 ",,"60,3%","53,8%","104,2%","1143,2%","33,9%",,DN ước tính
,93,KBC,TCT Đô thị Kinh Bắc,HOSE,Bất động sản,Bất động sản,Bất động sản công nghiệp,  31.925 ,  33.900 ,"1,8%","10,4%","0,9%","-4,1%",  4.214 ,"  139,5 ","6,3%",  3.035 ,"77,1%","  27,3 ","  20,7 ","  11,2 ","  1,3 ","  1,3 ","  1.335,9 ","13,4%","1946,1%","-35,6%","41,8%","111,0%","-57,1%","49,5%","  234,3 ","7,8%","1206,6%","47,3%","54,8%","2405,1%","-72,4%","35,9%","  224,1 ","7,8%","1013,3%","68,1%","56,6%","1903,9%","-71,4%","35,9%",Chính thức
,94,REE,Cơ Điện Lạnh REE,HOSE,Tiện ích,Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,  32.662 ,  60.300 ,"-7,1%","-15,9%","-1,2%","0,5%",  1.217 ,"  79,5 ","12,8%",  4.171 ,"-14,1%","  13,7 ","  12,4 ","  14,5 ","  1,7 ","  1,6 ","  2.470,8 ","20,2%","12,6%","15,2%","25,8%","23,2%","19,5%","22,2%","  938,7 ","33,4%","48,8%","83,3%","46,9%","-12,7%","14,9%","-10,7%","  714,2 ","31,6%","27,2%","76,0%","40,5%","-8,6%","16,8%","-10,7%",Chính thức
,95,VGC,Tổng Công ty Viglacera,HOSE,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,Bất động sản công nghiệp,  19.100 ,  42.600 ,"-7,8%","-6,6%","-9,2%","1,8%",  1.334 ,"  65,4 ","14,6%",  -   ,"0,0%","  22,4 ","  14,7 ",  -   ,"  2,6 ","  2,2 ","  3.274,2 ","21,4%","8,2%","19,1%","14,8%","6,9%","14,7%","14,9%","  321,1 ",,"25,8%","215,5%","-49,8%","17,2%","7,6%",,"  215,7 ",,"55,6%","175,9%","-55,1%","3,3%","-32,7%",,Chính thức
,96,GMD,Gemadept,HOSE,Hàng & Dịch vụ Công nghiệp,"Kho bãi, hậu cần và bảo dưỡng","Kho bãi, hậu cần và bảo dưỡng",  32.115 ,  75.300 ,"1,4%","-4,1%","10,9%","23,4%",  2.234 ,"  169,0 ","13,8%",  -   ,"0,0%","  14,1 ","  17,0 ",  -   ,"  2,3 ","  2,4 ","  1.452,4 ",,"27,0%","29,8%","23,4%","15,1%","13,7%",,"  650,2 ",,"-19,6%","35,7%","-3,6%","97,3%","23,2%",,"  534,2 ",,"-28,0%","34,8%","-5,9%","156,7%","32,6%",,Chính thức
,97,PDR,BĐS Phát Đạt,HOSE,Bất động sản,Bất động sản,Bất động sản dân cư,  16.414 ,  16.450 ,"0,0%","0,3%","-4,9%","-12,5%",  9.809 ,"  158,4 ","4,4%",  871 ,"64,0%","  58,5 ","  27,5 ","  18,9 ","  1,7 ","  1,3 ","  104,3 ","1,2%","170,0%","141,4%","19175,5%","-44,4%","-76,2%","566,4%","  137,5 ","15,8%","-3,8%","30,4%","67,6%","19991,3%","171,7%","68,6%","  132,4 ","15,2%","-3,8%","30,5%","67,5%","20461,8%","161,6%","68,6%",Chính thức
